'[New]','[PATCH v3 5/6] KVM: nVMX: Enable nested virtual interrupt delivery.','Wincy Van'
'[New]','[PATCH v3 6/6] KVM: nVMX: Enable nested posted interrupt processing.','Wincy Van'
' ','[PATCH v2] modsign: use shred to overwrite the private key before  ...','Alexander Holler'
' ','[PATCH 2/2] Fix force effect modifications for the Microsoft S ...','Jim Keir'
' ','[PATCH v2 1/1] x86: Add Isolated Memory Regions for Quark X1000','Andy Shevchenko'
' ','[PATCH v2 0/2] add support for new persistent memory instructions','Borislav Petkov'
' ','[Intel-gfx] [BUG, bisect] drm/i915: mouse pointer lags and ove ...','Daniel Vetter'
' ','[alsa-devel] [PATCH v2 3/3] ASoC: add generic dt-card support','Lars-Peter Clausen'
' ','[PATCH 3/5 v2] tracing: Automatically mount tracefs on debugfs ...','Steven Rostedt'
' ','futex(2) man page update help request','Thomas Gleixner'
' ','[PATCH v2] modsign: use shred to overwrite the private key bef ...','Alexander Holler'
' ','[PATCH v2 RESEND 1/8] dt: bindings: Supply shared ST IRQ defines','Thomas Gleixner'
' ','[PATCH v2 RESEND 2/8] irqchip: Supply new driver for STi based ...','Thomas Gleixner'
'[New]','[PATCH -mm] slab: suppress warnings caused by expansion of for_eac ...','Vladimir Davydov'
' ','[PATCH v2] modsign: use shred to overwrite the private key bef ...','Alexander Holler'
' ','[PATCH v2] modsign: use shred to overwrite the private key bef ...','Alexander Holler'
' ','[PATCH] spmi: pmic_arb: add support for hw version 2','Stanimir Varbanov'
'[New]','[PATCH RFC v2] sched: completion: lock-free checking of the blocki ...','Nicholas Mc Guire'
' ','futex(2) man page update help request','Torvald Riegel'
' ','futex(2) man page update help request','Torvald Riegel'
' ','[PATCH 2/2] zram: protect zram-&gt;stat race with init_lock','Ganesh Mahendran'
' ','[alsa-devel] [PATCH v2 3/3] ASoC: add generic dt-card support','Jean-Francois Moine'
'[New]','[PATCH] regulator: Fix documentation for regmap in the config','Axel Lin'
' ','question about save_xstate_sig() - WHY DOES THIS WORK?','Rik van Riel'
'[New]','[PATCH] zram: free meta table in zram_meta_free','Ganesh Mahendran'
'[New]','[PATCH] mm/zsmalloc: add log for module load/unload','Ganesh Mahendran'
'[New]','[PATCH] mm/zsmalloc: avoid unnecessary iteration when freeing size ...','Ganesh Mahendran'
'[New]','[PATCHSET] bitmap, cpumask, nodemask: implement %*pb[l] to format  ...','Tejun Heo'
' ','[PATCH 01/32] cpumask: always use nr_cpu_ids in formatting and par ...','Tejun Heo'
' ','[PATCH 02/32] lib/vsprintf: implement bitmap printing through '%*p ...','Tejun Heo'
' ','[PATCH 03/32] cpumask, nodemask: implement cpumask/nodemask_pr_args()','Tejun Heo'
' ','[PATCH 05/32] mips: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 15/32] sched: use %*pb[l] to print bitmaps including cpumas ...','Tejun Heo'
' ','[PATCH 18/32] workqueue: use %*pb[l] to format bitmaps including c ...','Tejun Heo'
' ','[PATCH 21/32] wireless: use %*pb[l] to print bitmaps including cpu ...','Tejun Heo'
' ','[PATCH 27/32] mm: use %*pb[l] to print bitmaps including cpumasks  ...','Tejun Heo'
' ','[PATCH 31/32] profile: use %*pb[l] to print bitmaps including cpum ...','Tejun Heo'
' ','[PATCH 29/32] proc: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 28/32] padata: use %*pb[l] to print bitmaps including cpuma ...','Tejun Heo'
' ','[PATCH 32/32] bitmap, cpumask, nodemask: remove dedicated formatti ...','Tejun Heo'
' ','[PATCH 30/32] irq: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 22/32] input: use %*pb[l] to print bitmaps including cpumas ...','Tejun Heo'
' ','[PATCH 26/32] slub: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 25/32] drivers/base: use %*pb[l] to print bitmaps including ...','Tejun Heo'
' ','[PATCH 24/32] usb: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 23/32] scsi: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 20/32] net: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 19/32] tracing: use %*pb[l] to print bitmaps including cpum ...','Tejun Heo'
' ','[PATCH 17/32] percpu: use %*pb[l] to print bitmaps including cpuma ...','Tejun Heo'
' ','[PATCH 14/32] rcu: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 16/32] time: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 04/32] bitmap: use %*pb[l] to print bitmaps including cpuma ...','Tejun Heo'
' ','[PATCH 13/32] cpuset: use %*pb[l] to print bitmaps including cpuma ...','Tejun Heo'
' ','[PATCH 1/2] mtd: nand: pxa3xx: Fix PIO FIFO draining','Ezequiel Garcia'
' ','[PATCH 12/32] arm: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 11/32] xtensa: use %*pb[l] to print bitmaps including cpuma ...','Tejun Heo'
' ','[PATCH 10/32] ia64: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 09/32] x86: use %*pb[l] to print bitmaps including cpumasks ...','Tejun Heo'
' ','[PATCH 08/32] tile: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 07/32] s390: use %*pb[l] to print bitmaps including cpumask ...','Tejun Heo'
' ','[PATCH 06/32] powerpc: use %*pb[l] to print bitmaps including cpum ...','Tejun Heo'
' ','[PATCH] ARM: dts: sun4i: Add initial dts for Gemei G9 tablet','Maxime Ripard'
'[New]','[PATCH v4 1/4] dt-bindings: mfd: add lubbock-cplds binding','Robert Jarzmik'
' ','[PATCH v4 4/4] MAINTAINERS: add entry for lubbock-cplds','Robert Jarzmik'
' ','[PATCH v4 2/4] mfd: lubbock_cplds: add lubbock IO board','Robert Jarzmik'
' ','[PATCH v4 3/4] ARM: pxa: lubbock: use new lubbock_cplds driver','Robert Jarzmik'
' ','perf not capturing stack traces','Arnaldo Carvalho de Melo'
' ','[PATCH] drm/rockchip: vop: fix vop vsync/hsync polarity','Heiko Stübner'
' ','[PATCH v2 0/2] drm/rockchip: Optimization vop dpms control','Heiko Stübner'
'[New]','[PATCH v2] mm: incorporate read-only pages into transparent huge pages','Ebru Akagunduz'
' ','[PATCH] usb: Retry port status check on resume to work around  ...','Alan Stern'
' ','[RFC PATCH 2/2] fbcon: expose cursor blink interval via sysfs','Geert Uytterhoeven'
' ','[PATCH] usb: host: oxu210hp-hcd: Fix deadlock in oxu_qh_alloc()','Alan Stern'
' ','[PATCH] ARM: dts: sun4i: Add initial dts for Gemei G9 tablet','Priit Laes'
'[New]','[PATCH] rtc: (x1205) use sign_extend32() for sign extension','Martin Kepplinger'
' ','[PATCH v3 01/12] clk: samsung: exynos5433: Add clocks using co ...','Tomasz Figa'
' ','[PATCH RESEND] PM / sleep: Fix racing timers','Thomas Gleixner'
' ','futex(2) man page update help request','Thomas Gleixner'
' ','[PATCH 1/2] posix-timers: Prevents overrun counter overflow','Thomas Gleixner'
'[New]','[PATCH 0/4] defconfigs: cleanup obsolete MTD configs','Semen Protsenko'
' ','[PATCH 2/4] defconfigs: remove CONFIG_MTD_PARTITIONS','Semen Protsenko'
' ','[PATCH 4/4] defconfigs: remove CONFIG_MTD_DEBUG*','Semen Protsenko'
' ','[PATCH 3/4] defconfigs: remove CONFIG_MTD_CHAR','Semen Protsenko'
' ','[PATCH 1/4] defconfigs: remove CONFIG_MTD_CONCAT','Semen Protsenko'
' ','[PATCH v3 0/5] ARM: at91: fix irq_pm_install_action WARNING','Thomas Gleixner'
' ','[PATCH RFC 2/2] perf: convert: fix duplicate field names and a ...','Jiri Olsa'
' ','[PATCH 0/4] defconfigs: cleanup obsolete MTD configs','Paul Bolle'
' ','[PATCH v2 3/3] time: clocksource: Add a comment to CLOCK_SOURC ...','Thomas Gleixner'
' ','[PATCH v4] irqchip: gic: Allow interrupt level to be set for PPIs.','Thomas Gleixner'
' ','[PATCH v3 0/5] ARM: at91: fix irq_pm_install_action WARNING','Boris Brezillon'
' ','[PATCH v4 2/4] irqchip: mtk-sysirq: Get irq number from regist ...','Thomas Gleixner'
' ','[PATCH 1/2] ARM: ux500: Move struct','Rickard Strandqvist'
' ','[PATCH 06/12] time: Add infrastructure to cap clocksource read ...','Richard Cochran'
'[New]','[GIT PULL REQUEST] watchdog - v3.19-rc5 Fixes','Wim Van Sebroeck'
' ','[PATCH v2 1/2] fbcon: store cursor blink interval in fbcon_ops','Scot Doyle'
' ','[PATCH v2 2/2] fbcon: expose cursor blink interval via sysfs','Scot Doyle'
' ','[PATCH 26/32] slub: use %*pb[l] to print bitmaps including cpu ...','Christoph Lameter'
' ','[PATCH 3/5] ARM: sa1100: use ioremapped memory to access SC re ...','Thomas Gleixner'
' ','[PATCH v2 1/2] posix-timers: Prevents overrun counter overflow','Daniel Church'
'[New]','[PATCH v2 0/2] posix-timers: Prevents overrun counter overflow, ad ...','Daniel Church'
' ','[PATCH v2 2/2] posix-timers: Exposes DELAYTIMER_MAX constant used  ...','Daniel Church'
' ','[PATCH 3/5] ARM: sa1100: use ioremapped memory to access SC re ...','Dmitry Eremin-Solenikov'
' ','[PATCH V4 01/14] sh: Eliminate unused irq_reg_{readl,writel} a ...','Thomas Gleixner'
'[New]','[PATCH] x86/boot/video: move video_segment variable to video.c','Alexander Kuleshov'
' ','[PATCH 4/5] tools lib api fs: Add {tracefs,debugfs}_configured() f ...','Steven Rostedt'
' ','[PATCH 1/5] tools lib fs: Add helper to find mounted file systems','Steven Rostedt'
' ','[PATCH 3/5] tools lib api fs: Add DEBUGFS_DEFAULT_PATH macro','Steven Rostedt'
' ','[PATCH 5/5] perf: Make perf aware of tracefs','Steven Rostedt'
' ','[PATCH 2/5] tools lib api fs: Add tracefs mount helper functions','Steven Rostedt'
'[New]','[PATCH 0/5] perf: Have perf become tracefs aware','Steven Rostedt'
' ','[PATCH v2 1/2] posix-timers: Prevents overrun counter overflow','Richard Cochran'
'[New]','[GIT PULL] SCSI fixes for 3.19-rc5','James Bottomley'
'[New]','[PATCH] staging: rtl8192u: r8192U_core: Fix compile issue when CON ...','Murilo Opsfelder Araujo'
' ','[PATCH v2 1/2] posix-timers: Prevents overrun counter overflow','Thomas Gleixner'
' ','[PATCH v2 2/2] posix-timers: Exposes DELAYTIMER_MAX constant u ...','Thomas Gleixner'
' ','[PATCH 3/5] ARM: sa1100: use ioremapped memory to access SC re ...','Thomas Gleixner'
' ','[PATCH 3/5] ARM: sa1100: use ioremapped memory to access SC re ...','Dmitry Eremin-Solenikov'
' ','[Resend Patch v4 00/16] Kill SMP single function call interrupt','Thomas Gleixner'
' ','[PATCH] lib/kstrtox.c clean kstrtoll function','Jeff Epler'
' ','[PATCH v2 2/2] posix-timers: Exposes DELAYTIMER_MAX constant u ...','Carlos O'Donell'
' ','[PATCH v2 1/2] posix-timers: Prevents overrun counter overflow','Carlos O'Donell'
' ','[PATCH v2 1/1] x86: Add Isolated Memory Regions for Quark X1000','Bryan O'Donoghue'
'[New]','[PATCH] staging: rtl8712: fix Prefer [subsystem eg: netdev]_info([ ...','Heba Aamer'
' ','question about save_xstate_sig() - WHY DOES THIS WORK?','Oleg Nesterov'
' ','[Intel-gfx] [BUG, bisect] drm/i915: mouse pointer lags and ove ...','Jeremiah Mahler'
'[New]','[PATCH 1/3] ARM: OMAP2+: gpmc: Fix writing in gpmc_cs_set_memconf','Semen Protsenko'
' ','[PATCH 2/3] ARM: OMAP2+: gpmc: make gpmc_cs_get_name() static','Semen Protsenko'
' ','[PATCH 3/3] ARM: OMAP2+: gpmc: Do not modify LIMITEDADDRESS on new ...','Semen Protsenko'
' ','[PATCH 0/4] defconfigs: cleanup obsolete MTD configs','Sam Protsenko'
' ','[PATCH 14/32] rcu: use %*pb[l] to print bitmaps including cpum ...','Paul E. McKenney'
' ','rcu, sched: WARNING: CPU: 30 PID: 23771 at kernel/rcu/tree_plu ...','Paul E. McKenney'
' ','[PATCH 1/2] ARM: ux500: Move struct','Arnd Bergmann'
' ','[PATCH 3.19-rc2 v15 5/8] printk: Simple implementation for NMI ...','Thomas Gleixner'
' ','[PATCH 2/2] fs: fix checkpatch code warnings for inotify','Stefan Haun'
' ','[PATCH 2/2] fs: fix checkpatch code warnings for inotify','Stefan Haun'
'[New]','[PATCH 1/2] fs: fix code-formatting issues in inotify','Stefan Haun'
' ','[PATCH v2 1/1] x86: Add Isolated Memory Regions for Quark X1000','Bryan O'Donoghue'
' ','[PATCH v2 1/1] x86: Add Isolated Memory Regions for Quark X1000','Bryan O'Donoghue'
' ','perf not capturing stack traces','Felipe Balbi'
' ','[PATCH 3.19-rc2 v15 4/8] sched_clock: Avoid deadlock during re ...','Thomas Gleixner'
' ','[PATCH v2 0/5] Overhaul the audit filename handling','Stephen Rothwell'
'[New]','[GIT PULL] ARM: SoC fixes','Olof Johansson'
' ','[RFC PATCH v2 2/5] irq: Allow interrupts to routed to NMI (or  ...','Thomas Gleixner'
' ','[PATCH 8/8] phy: add driver for TI TUSB1210 ULPI PHY','David Cohen'
'[New]','[GIT PULL] Two block IO fixes for 3.19','Jens Axboe'
' ','[PATCH v2] clk: Introduce clk_has_parent()','Mike Turquette'
' ','[PATCH v2 0/4] net: stmmac: dwmac-rk: Fix phy regulator issues','David Miller'
'[New]','[PATCH] drm/nouveau/i2c: fix semicolon.cocci warnings','kbuild test robot'
' ','[PATCH v5] thermal: rockchip: make temperature reporting much  ...','Daniel Kurtz'
'[New]','[PATCH v6 0/1] thermal: rockchip: make temperature reporting much  ...','Caesar Wang'
' ','[PATCH v6] thermal: rockchip: make temperature reporting much more ...','Caesar Wang'
' ','[PATCH v2] modsign: use shred to overwrite the private key bef ...','Pádraig Brady'
'[New]','[git pull] vfs.git fixes','Al Viro'
' ','[PATCH v5 2/5] can: kvaser_usb: Consolidate and unify state ch ...','Ahmed S. Darwish'
' ','[PATCH v2] modsign: use shred to overwrite the private key bef ...','Alexander Holler'
' ','[PATCH v5 2/5] can: kvaser_usb: Consolidate and unify state ch ...','Ahmed S. Darwish'
' ','[PATCH v5 2/5] can: kvaser_usb: Consolidate and unify state ch ...','Ahmed S. Darwish'
' ','[PATCH 01/13] kdbus: add documentation','Ahmed S. Darwish'
'[New]','[perf] WARNING: CPU: 0 PID: 1457 at kernel/events/core.c:890 add_e ...','Fengguang Wu'
'[New]','[mm] WARNING: CPU: 1 PID: 681 at mm/mmap.c:2858 exit_mmap()','Fengguang Wu'
'[New]','[PATCH] Staging: dgnc: fixed some coding style errors','Andrew Milkovich'
' ','[PATCH] Staging: dgnc: fixed some coding style errors','Andrew Milkovich'
' ','[PATCH 2/2] Drivers: Isdn: sc: Fixed coding style &amp; spelling m ...','David Miller'
' ','[net-next PATCH v3 1/1] atm: remove deprecated use of pci api','David Miller'
' ','[PATCH v7 07/17] ARM64 / ACPI: Disable ACPI if FADT revision i ...','Hanjun Guo'
'[New]','[GIT PULL] ARM: SoC fixes','Olof Johansson'
'[New]','3.18 regression: Error while assigning device slot ID, USB3 device ...','Robert Hancock'
' ','[PATCH v7 06/17] ARM64 / ACPI: Make PCI optional for ACPI on ARM64','Hanjun Guo'
' ','[RFC 1/3] i2c: Enhancement of i2c API to address circular lock ...','Tomasz Figa'
' ','[PATCH v7 06/17] ARM64 / ACPI: Make PCI optional for ACPI on ARM64','Jon Masters'
' ','[PATCH v7 00/17] Introduce ACPI for ARM64 based on ACPI 5.1','Hanjun Guo'
' ','[PATCH v3] staging: lustre: fix sparse warning on LPROC_SEQ_FO ...','Tristan Lelong'
'[New]','[PATCH 0/2] Added pci_mapping_error() call and related clean up','Tina Johnson'
' ','[PATCH 1/2] drivers: scsi: mpt2sas: Added pci_dma_mapping_error() call','Tina Johnson'
' ','[PATCH 2/2] drivers: scsi: mpt2sas: Clean up error handling for ca ...','Tina Johnson'
' ','[PATCH v7 06/17] ARM64 / ACPI: Make PCI optional for ACPI on ARM64','Hanjun Guo'
' ','3.18 regression: Error while assigning device slot ID, USB3 de ...','Greg KH'
' ','[PATCH v3] staging: lustre: fix sparse warning on LPROC_SEQ_FO ...','Greg KH'
'[New]','[PATCH] staging: wlan-ng: hfa384x_usb: fix sparse endianness warnings','Asaf Vertz'
'[New]','[PATCH] MAINTAINERS: add Android driver entries','Greg KH'
'[New]','[PATCH] staging: lustre: remove kmalloc from fld_proc_hash_seq_write','Tristan Lelong'
'[New]','[PATCH] staging: speakup: Fix warning of line over 80 characters.','Shirish Gajera'
'[New]','[git pull] Input updates for 3.19-rc4','Dmitry Torokhov'
' ','[PATCH v18 01/12] input: cyapa: re-design driver to support mu ...','Dmitry Torokhov'
' ','[PATCH] staging: speakup: Fix warning of line over 80 characters.','Robin Schroer'
' ','[PATCH v18 12/12] input: cyapa: add acpi device id support','Dmitry Torokhov'
' ','[PATCH v18 04/12] input: cyapa: add runtime power management i ...','Dmitry Torokhov'
'[New]','[PATCH] CMA: treat free cma pages as non-free if not ALLOC_CMA on  ...','Hui Zhu'
' ','[PATCH v18 00/12] input: cyapa: instruction of cyapa patches','Dmitry Torokhov'
' ','[PATCH] Add Logitech Webcam C210 to list of Logitech webcams t ...','Takashi Iwai'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Arend van Spriel'
'[New]','Linux 3.19-rc5','Linus Torvalds'
'[New]','[PATCH] mm/page_alloc: Fix race conditions on getting migratetype  ...','Hui Zhu'
' ','[PATCH v7 06/17] ARM64 / ACPI: Make PCI optional for ACPI on ARM64','Graeme Gregory'
' ','Question about kernel interfaces','Siddhartha De'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Uwe Kleine-König'
' ','[PATCH] staging: speakup: Fix warning of line over 80 characters.','Ben Hutchings'
' ','[PATCH] fujitsu-laptop: use FB_BLANK_* constants','Jonathan Woithe'
'[New]','[GIT PULL] GPIO fixes for the v3.19 series','Linus Walleij'
' ','[PATCH] MAINTAINERS: Add entry for Maxim PMIC-s on Samsung boards','Lee Jones'
' ','futex(2) man page update help request','Michael Kerrisk (man-pages)'
' ','[PATCH v4 2/2] I2C: mediatek: Add driver for MediaTek I2C cont ...','Uwe Kleine-König'
' ','[PATCH] mm/page_alloc: Fix race conditions on getting migratet ...','Vlastimil Babka'
'[New]','[PATCH RESEND 2 1/4] staging: rtl8192u: fix comments','Lorenzo Stoakes'
' ','[PATCH RESEND 2 2/4] staging: rtl8192u: fix whitespace and alignment','Lorenzo Stoakes'
' ','[PATCH RESEND 2 4/4] staging: rtl8192u: Refactor heavy nesting','Lorenzo Stoakes'
' ','[PATCH RESEND 2 3/4] staging: rtl8192u: remove redundant code','Lorenzo Stoakes'
' ','[PATCH 10/10] mfd: rtsx: using pcr_dbg replace dev_dbg','Lee Jones'
' ','[PATCH 3/3] power/axp288_fuel_gauge: axp288 fuel gauge driver','Sebastian Reichel'
'[New]','Uhhuh - Dazed and confused, but trying to continue  :)','poma'
' ','[PATCH] power: bq24190: Fix ignored supplicants','Sebastian Reichel'
' ','[RFC 1/3] i2c: Enhancement of i2c API to address circular lock ...','Krzysztof Kozlowski'
' ','[PATCH] power: max17042: Constify struct regmap_config','Sebastian Reichel'
'[New]','[PATCH] staging: lustre: fix min() comparison types lacks cast bui ...','jmmahler@gmail ...'
' ','[PATCH] ath3k: Add support of AR3012 bluetooth 13d3:3423 device','Dmitry Tunin'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Wolfram Sang'
' ','[PATCH 09/10] mfd: rtsx: add support for rts525A','Lee Jones'
' ','[PATCH] staging: lustre: fix min() comparison types lacks cast bui ...','Jeremiah Mahler'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Uwe Kleine-König'
'[New]','divide by zero oops in kernel 3.17.7','william'
' ','[PATCH 3/3] mm: catch memory commitment underflow','Sasha Levin'
'[New]','[PATCH 0/8] Use of_mm_gpiochip_remove','Ricardo Ribalda Delgado'
' ','[PATCH 4/8] gpio-mm-lantiq: Use of_propery_read_u16','Ricardo Ribalda Delgado'
' ','[PATCH 3/8] gpio/mm-lantiq: Do not replicate code','Ricardo Ribalda Delgado'
' ','[PATCH 2/8] gpio/-mm-lantiq: Use devm_kzalloc','Ricardo Ribalda Delgado'
' ','[PATCH 8/8] gpio/mpc8xxx: Use of_mm_gpiochip_remove','Ricardo Ribalda Delgado'
' ','[PATCH 7/8] gpio/mpc8xxx: Convert to platform device interface.','Ricardo Ribalda Delgado'
' ','[PATCH 6/8] gpio/zevio: Use of_mm_gpiochip_remove','Ricardo Ribalda Delgado'
' ','[PATCH 5/8] gpio/gpio-mm-lantiq: Use of_mm_gpiochip_remove','Ricardo Ribalda Delgado'
' ','[PATCH 1/8] gpio/mpc5200: Use of_mm_gpiochip_remove','Ricardo Ribalda Delgado'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Wolfram Sang'
'[New]','[PATCHv2 0/4] x86, entry: some cleanup and simplification...','Alexander van Heukelum'
' ','[PATCHv2 2/4] x86_64: embrace KERNEL_STACK_OFFSET','Alexander van Heukelum'
' ','[PATCHv2 4/4] x86_64, entry: Create IRET-compatible stack frame at ...','Alexander van Heukelum'
' ','[PATCHv2 3/4] i386: clean up KERNEL_STACK_OFFSET','Alexander van Heukelum'
' ','[PATCHv2 1/4] x86_64: cleanup THREAD_INFO(reg,offset) macro','Alexander van Heukelum'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Arend van Spriel'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Uwe Kleine-König'
'[New]','[PATCH RFC] comedi: rtd520: if condition with no effect - if ident ...','Nicholas Mc Guire'
' ','3.19 on Nokia n900: audio quality awful','Pavel Machek'
' ','[PATCH] bluetooth: Add hci_h4p driver','Pavel Machek'
' ','[PATCHv2 0/4] x86, entry: some cleanup and simplification...','Borislav Petkov'
' ','[PATCH v5 2/3] i2c: iproc: Add Broadcom iProc I2C Driver','Arend van Spriel'
'[New]','[PATCH v2 0/4] Add emev2 pinmux support','Niklas Söderlund'
' ','[PATCH v2 1/4] sh-pfc: add macro to define pinmux without function','Niklas Söderlund'
' ','[PATCH v2 4/4] ARM: shmobile: emev2-kzm9d: Add PFC information for ...','Niklas Söderlund'
' ','[PATCH v2 3/4] ARM: shmobile: emev2: Add PFC information to emev2.dtsi','Niklas Söderlund'
' ','[PATCH 08/10] mfd: rtsx: add support for rts524A','Lee Jones'
' ','[PATCH v2 2/4] sh-pfc: Add emev2 pinmux support','Niklas Söderlund'
' ','[PATCH 07/10] mfd: rtsx: remove LCTLR defination','Lee Jones'
' ','[PATCH 06/10] mfd: rtsx: update phy register','Lee Jones'
' ','[PATCH 04/10] mfd: rtsx: update PETXCFG address','Lee Jones'
' ','[PATCH 05/10] mfd: rtsx: update driving settings','Lee Jones'
' ','[PATCH v7 06/17] ARM64 / ACPI: Make PCI optional for ACPI on ARM64','Jon Masters'
' ','[PATCH 03/10] mfd: rtsx: add debug info when access register f ...','Lee Jones'
' ','[PATCH 02/10] mfd: rtsx: place register address and values tog ...','Lee Jones'
' ','[PATCH v4 4/4] ARM: mvebu: Armada 385 GP: Add regulators to th ...','Mark Brown'
' ','[PATCH 01/10] mfd: rtsx: replace TAB by SPC after #define','Lee Jones'
'[New]','[PATCH] ideapad_laptop: Lenovo G50-30 fix rfkill reports wireless  ...','Dmitry Tunin'
' ','[PATCH 3/3] backlight: 88pm860x_bl: Use of_get_child_by_name() ...','Lee Jones'
' ','[PATCH v5 00/11] memory: add Atmel EBI (External Bus Interface ...','Lee Jones'
' ','[PATCH 01/12] mfd: syscon: Add atmel-matrix registers definition','Lee Jones'
' ','[PATCH 02/12] mfd: syscon: Add Atmel Matrix bus DT binding doc ...','Lee Jones'
' ','[PATCH 03/12] mfd: syscon: Add atmel-smc registers definition','Lee Jones'
' ','[PATCH 04/12] mfd: syscon: Add Atmel SMC binding doc','Lee Jones'
' ','[PATCH 3/4 v4] brd: Fix all partitions BUGs','Boaz Harrosh'
'[New]','[PATCH] isdn:gigaset:Remove unneeded TODO comment for the func ...','Tilman Schmidt'
' ','[PATCH 01/12] mfd: syscon: Add atmel-matrix registers definition','Boris Brezillon'
'[New]','USB autosuspend causing trouble with bluetooth','Kirill Elagin'
' ','[PATCH] Char: tpm: fixed white spaces and braces coding style  ...','Peter Hüwe'
' ','[RFC 1/3] i2c: Enhancement of i2c API to address circular lock ...','Mark Brown'
' ','[PATCH 2/2] staging: lustre: declare internal symbols as static','Luca Ceresoli'
' ','[BUG, bisect] drm/i915: mouse pointer lags and overshoots','Andrey Skvortsov'
'[New]','[PATCH 0/6] staging: lustre: declare internal symbols as static','Luca Ceresoli'
' ','[PATCH 1/6] staging: lustre: mdc: declare internal symbols as static','Luca Ceresoli'
' ','[PATCH 4/6] staging: lustre: llite: declare internal symbols as static','Luca Ceresoli'
' ','[PATCH 3/6] staging: lustre: libcfs: declare internal symbols as s ...','Luca Ceresoli'
' ','[PATCH 2/6] staging: lustre: lmv: declare internal symbols as static','Luca Ceresoli'
' ','[PATCH 6/6] staging: lustre: lnet: declare internal symbols as static','Luca Ceresoli'
' ','[PATCH 5/6] staging: lustre: fld: declare internal symbols as static','Luca Ceresoli'
